ID,Type,SKU,Name,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Brands
,simple,DS-K1101MK,HIKVISION DS-K1101MK Mifare Card Reader with Keypad,"HIKVISION DS-K1101MK Mifare Card Reader with Keypad is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1101MK.",taxable,1,21,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1101MK, Tenda, Attendance, Jordan",DS-K1101MK-1200x1200.png,HIKVISION
,simple,DS-K1102AMK,HIKVISION DS-K1102AMK Card Reader,"HIKVISION DS-K1102AMK Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1102AMK.",taxable,1,28,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1102AMK, Tenda, Attendance, Jordan",DS-K1102AMK-1200x1200.png,HIKVISION
,simple,DS-K1104MK,HIKVISION DS-K1104MK Pro 1104 Series Metal Vandal-proof Card Reader,"HIKVISION DS-K1104MK Pro 1104 Series Metal Vandal-proof Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1104MK.",taxable,1,54,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1104MK, Tenda, Attendance, Jordan",DS-K1104MK-1200x1200.png,HIKVISION
,simple,DS-K1108AMK,HIKVISION DS-K1108AMK Pro 1108A Series Card Reader,"HIKVISION DS-K1108AMK Pro 1108A Series Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1108AMK.",taxable,1,26,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1108AMK, Tenda, Attendance, Jordan",DS-K1108AMK-1200x1200.png,HIKVISION
,simple,DS-K1109DKB,HIKVISION DS-K1109DKB Card Reader,"HIKVISION DS-K1109DKB Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1109DKB.",taxable,1,46,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1109DKB, Tenda, Attendance, Jordan",DS-K1109DKB-1200x1200.png,HIKVISION
,simple,DS-K1109DKFB,HIKVISION DS-K1109DKFB Card Reader,"HIKVISION DS-K1109DKFB Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1109DKFB.",taxable,1,58,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1109DKFB, Tenda, Attendance, Jordan",DS-K1109DKFB-1200x1200.png,HIKVISION
,simple,DS-K1109DKFB-QR,HIKVISION DS-K1109DKFB-QR Card Reader,"HIKVISION DS-K1109DKFB-QR Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1109DKFB-QR.",taxable,1,69,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1109DKFB-QR, Tenda, Attendance, Jordan",DS-K1109DKFB-QR-1-1200x1200.png,HIKVISION
,simple,DS-K1201AMF,HIKVISION DS-K1201AMF Fingerprint Reader,"HIKVISION DS-K1201AMF Fingerprint Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1201AMF.",taxable,1,42,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1201AMF, Tenda, Attendance, Jordan",DS-K1101MK-1200x1200-001.png,HIKVISION
,simple,DS-K1801MK,HIKVISION DS-K1801 Value 1801 Card Reader (EM & MF & Keyboard),"HIKVISION DS-K1801 Value 1801 Card Reader (EM & MF & Keyboard) is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1801MK.",taxable,1,18,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1801MK, Tenda, Attendance, Jordan",DS-K1801MK-1200x1200.png,HIKVISION
,simple,DS-K1802MK,HIKVISION DS-K1802 Value 1802 Card Reader (EM & MF & Keyboard),"HIKVISION DS-K1802 Value 1802 Card Reader (EM & MF & Keyboard) is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1802MK.",taxable,1,20,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1802MK, Tenda, Attendance, Jordan",DS-K1802MK-1200x1200.png,HIKVISION
,simple,DS-K1T105AM,HIKVISION DS-K1T105AM Pro Series Card Terminal,"HIKVISION DS-K1T105AM Pro Series Card Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T105AM.",taxable,1,69,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T105AM, Tenda, Access Control, Attendance, Jordan",DS-K1T105AM-1200x1200.png,HIKVISION
,simple,DS-K1T320MFWX,HIKVISION DS-K1T320MFWX Value Series Face Access Terminal,"HIKVISION DS-K1T320MFWX Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T320MFWX.",taxable,1,54,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T320MFWX, Tenda, Access Control, Attendance, Jordan",DS-K1T320MFWX-1200x1200.png,HIKVISION
,simple,DS-K1T320MFWX-B,HIKVISION DS-K1T320MFWX-B Value Series Face Access Terminal,"HIKVISION DS-K1T320MFWX-B Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T320MFWX-B.",taxable,1,66,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T320MFWX-B, Tenda, Access Control, Attendance, Jordan",DS-K1T320MFWX-B-1200x1200.png,HIKVISION
,simple,DS-K1T320MWX,HIKVISION DS-K1T320MWX Value Series Face Access Terminal,"HIKVISION DS-K1T320MWX Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T320MWX.",taxable,1,50,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T320MWX, Tenda, Access Control, Attendance, Jordan",DS-K1T320MWX-1200x1200.png,HIKVISION
,simple,DS-K1T321MFWX,HIKVISION DS-K1T321MFWX Value Series Face Access Terminal,"HIKVISION DS-K1T321MFWX Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T321MFWX.",taxable,1,72,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T321MFWX, Tenda, Access Control, Attendance, Jordan",DS-K1T321MFWX-1200x1200.png,HIKVISION
,simple,DS-K1T331W,HIKVISION DS-K1T331W Value Series Face Access Terminal,"HIKVISION DS-K1T331W Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T331W.",taxable,1,79,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T331W, Tenda, Access Control, Attendance, Jordan",DS-K1T331W-1200x1200.png,HIKVISION
,simple,DS-K1T341AM,HIKVISION DS-K1T341AM Value Series Face Access Terminal,"HIKVISION DS-K1T341AM Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T341AM.",taxable,1,155,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T341AM, Tenda, Access Control, Attendance, Jordan",DS-K1T341AM-1200x1200.png,HIKVISION
,simple,DS-K1T341AMF,HIKVISION DS-K1T341AMF Value Series Face Access Terminal,"HIKVISION DS-K1T341AMF Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T341AMF.",taxable,1,165,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T341AMF, Tenda, Access Control, Attendance, Jordan",DS-K1T341AMF-1200x1200.png,HIKVISION
,simple,DS-K1T341CM,HIKVISION DS-K1T341CM Value Series Face Access Terminal,"HIKVISION DS-K1T341CM Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T341CM.",taxable,1,150,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T341CM, Tenda, Access Control, Attendance, Jordan",DS-K1T341AM-1200x1200-001.png,HIKVISION
,simple,DS-K1T341CMF,HIKVISION DS-K1T341CMF Value Series Face Access Terminal,"HIKVISION DS-K1T341CMF Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T341CMF.",taxable,1,155,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T341CMF, Tenda, Access Control, Attendance, Jordan",DS-K1T341AMF-1200x1200-001.png,HIKVISION
,simple,DS-K1T341CMFW,HIKVISION DS-K1T341CMFW Value Series Face Access Terminal,"HIKVISION DS-K1T341CMFW Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T341CMFW.",taxable,1,165,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T341CMFW, Tenda, Access Control, Attendance, Jordan",DS-K1T341AMF-1200x1200-002.png,HIKVISION
,simple,DS-K1T342MFWX,HIKVISION DS-K1T342MFWX Value Series Face Access Terminal,"HIKVISION DS-K1T342MFWX Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T342MFWX.",taxable,1,150,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T342MFWX, Tenda, Access Control, Attendance, Jordan",DS-K1T342MFWX-E1-1-1200x1200.png,HIKVISION
,simple,DS-K1T342MFWX-E1,HIKVISION DS-K1T342MFWX-E1 Face Recognition Terminal,"HIKVISION DS-K1T342MFWX-E1 Face Recognition Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T342MFWX-E1.",taxable,1,144,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T342MFWX-E1, Tenda, Access Control, Attendance, Jordan",DS-K1T342MFWX-E1-1-1200x1200-001.png,HIKVISION
,simple,DS-K1T342MFX-E1,HIKVISION DS-K1T342MFX-E1 Face Recognition Terminal,"HIKVISION DS-K1T342MFX-E1 Face Recognition Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T342MFX-E1.",taxable,1,108,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T342MFX-E1, Tenda, Access Control, Attendance, Jordan",DS-K1T342MFWX-E1-1-1200x1200-002.png,HIKVISION
,simple,DS-K1T343MFWX,HIKVISION DS-K1T343MFWX Value Series Face Access Terminal,"HIKVISION DS-K1T343MFWX Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T343MFWX.",taxable,1,96,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T343MFWX, Tenda, Access Control, Attendance, Jordan",DS-K1T343MFWX-1-1200x1200.png,HIKVISION
,simple,DS-K1T344MBWX-QRE1,HIKVISION DS-K1T344MBWX-QRE1 Value Series Face Access Terminal,"HIKVISION DS-K1T344MBWX-QRE1 Value Series Face Access Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T344MBWX-QRE1.",taxable,1,162,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T344MBWX-QRE1, Tenda, Access Control, Attendance, Jordan",DS-K1T344MBWX-QRE1-1200x1200.png,HIKVISION
,simple,DS-K1T642MF,HIKVISION DS-K1T642MF Pro Series Face Recognition Terminals,"HIKVISION DS-K1T642MF Pro Series Face Recognition Terminals is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T642MF.",taxable,1,250,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T642MF, Tenda, Access Control, Attendance, Jordan",DS-K1T642MF-1200x1200.png,HIKVISION
,simple,DS-K1T801E,HIKVISION DS-K1T801E Value Series Card Reader,"HIKVISION DS-K1T801E Value Series Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T801E.",taxable,1,23,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1T801E, Tenda, Attendance, Jordan",DS-K1T801E-1200x1200.png,HIKVISION
,simple,DS-K1T802M,HIKVISION DS-K1T802M Value Series Network Wire Card Reader,"HIKVISION DS-K1T802M Value Series Network Wire Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T802M.",taxable,1,40,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1T802M, Tenda, Attendance, Jordan",DS-K1T802M-1200x1200.png,HIKVISION
,simple,DS-K1T804AMF,HIKVISION DS-K1T804AMF K1T804A Pro Series Fingerprint Terminal,"HIKVISION DS-K1T804AMF K1T804A Pro Series Fingerprint Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T804AMF.",taxable,1,79,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T804AMF, Tenda, Access Control, Attendance, Jordan",DS-K1T804BMF-1200x1200.png,HIKVISION
,simple,DS-K1T804BMF,HIKVISION DS-K1T804BMF Pro Series Fingerprint Terminal,"HIKVISION DS-K1T804BMF Pro Series Fingerprint Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T804BMF.",taxable,1,79,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T804BMF, Tenda, Access Control, Attendance, Jordan",DS-K1T804BMF-1200x1200-001.png,HIKVISION
,simple,DS-K1T807BMWX-QRE1,HIKVISION DS-K1T807MBFWX-QRE1 Value Fingerprint Terminal,"HIKVISION DS-K1T807MBFWX-QRE1 Value Fingerprint Terminal is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T807BMWX-QRE1.",taxable,1,60,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K1T807BMWX-QRE1, Tenda, Access Control, Attendance, Jordan",DS-K1T807BMWX-QRE1-1200x1200.png,HIKVISION
,simple,DS-K1T809EX,HIKVISION DS-K1T809EX Value Card Reader,"HIKVISION DS-K1T809EX Value Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T809EX.",taxable,1,29,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1T809EX, Tenda, Attendance, Jordan",DS-K1T809MWX-1200x1200.png,HIKVISION
,simple,DS-K1T809MWX,HIKVISION DS-K1T809MWX Value Card Reader,"HIKVISION DS-K1T809MWX Value Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T809MWX.",taxable,1,42,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1T809MWX, Tenda, Attendance, Jordan",DS-K1T809MWX-1200x1200-001.png,HIKVISION
,simple,DS-K1T809MX,HIKVISION DS-K1T809MX Value Card Reader,"HIKVISION DS-K1T809MX Value Card Reader is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K1T809MX.",taxable,1,29,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K1T809MX, Tenda, Attendance, Jordan",DS-K1T809MWX-1200x1200-002.png,HIKVISION
,simple,DS-K2210,HIKVISION DS-K2210 Elevator Master Controller,"HIKVISION DS-K2210 Elevator Master Controller is a door controllers from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K2210.",taxable,1,210,Access & Attendance Control Hardware > Controllers > Door Controllers,"Access & Attendance Control Hardware, Controllers, Door Controllers, HIKVISION, DS-K2210, Tenda, Attendance, Jordan",DS-K2210-1200x1200.png,HIKVISION
,simple,DS-K2604T-MAIN-BOARD,HIKVISION DS-K2604T (main board) Access Controller,"HIKVISION DS-K2604T (main board) Access Controller is a door controllers from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K2604T-MAIN-BOARD.",taxable,1,98,Access & Attendance Control Hardware > Controllers > Door Controllers,"Access & Attendance Control Hardware, Controllers, Door Controllers, HIKVISION, DS-K2604T-MAIN-BOARD, Tenda, Access Control, Attendance, Jordan",DS-K2604T-MAIN-BOARD-1200x1200.png,HIKVISION
,simple,DS-K2621X,HIKVISION DS-K2621X Pro Series Access Contoller,"HIKVISION DS-K2621X Pro Series Access Contoller is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K2621X.",taxable,1,145,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K2621X, Tenda, Access Control, Attendance, Jordan",DS-K2621X-1200x1200.png,HIKVISION
,simple,DS-K2622X,HIKVISION DS-K2622X Pro Series Access Contoller,"HIKVISION DS-K2622X Pro Series Access Contoller is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K2622X.",taxable,1,155,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K2622X, Tenda, Access Control, Attendance, Jordan",DS-K2621X-1200x1200-001.png,HIKVISION
,simple,DS-K2624X,HIKVISION DS-K2624X Pro Series Access Contoller,"HIKVISION DS-K2624X Pro Series Access Contoller is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K2624X.",taxable,1,168,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-K2624X, Tenda, Access Control, Attendance, Jordan",DS-K2621X-1200x1200-002.png,HIKVISION
,simple,DS-K2802,HIKVISION DS-K2802 Value Series Card Access Contoller,"HIKVISION DS-K2802 Value Series Card Access Contoller is a rfid cards & tags from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K2802.",taxable,1,96,Access & Attendance Control Hardware > Door Accessories > RFID Cards & Tags,"Access & Attendance Control Hardware, Door Accessories, RFID Cards & Tags, HIKVISION, DS-K2802, Tenda, Attendance, Rfid, Jordan",DS-K2804-1200x1200.png,HIKVISION
,simple,DS-K2804,HIKVISION DS-K2804 Value Series Card Access Contoller,"HIKVISION DS-K2804 Value Series Card Access Contoller is a rfid cards & tags from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K2804.",taxable,1,108,Access & Attendance Control Hardware > Door Accessories > RFID Cards & Tags,"Access & Attendance Control Hardware, Door Accessories, RFID Cards & Tags, HIKVISION, DS-K2804, Tenda, Attendance, Rfid, Jordan",DS-K2804-1200x1200-001.png,HIKVISION
,simple,DS-K4H255-LZ,HIKVISION DS-K4H255-LZ Value Magnetic Locks,"HIKVISION DS-K4H255-LZ Value Magnetic Locks is a em locks from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K4H255-LZ.",taxable,1,8.5,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, HIKVISION, DS-K4H255-LZ, Tenda, Attendance, Door Lock, Jordan",DS-K4H255-LZ-1200x1200.png,HIKVISION
,simple,DS-K4H255-U,HIKVISION DS-K4H255-U Value Magnetic Locks,"HIKVISION DS-K4H255-U Value Magnetic Locks is a em locks from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K4H255-U.",taxable,1,7.5,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, HIKVISION, DS-K4H255-U, Tenda, Attendance, Door Lock, Jordan",DS-K4H255-U-1200x1200.png,HIKVISION
,simple,DS-K4H255S,HIKVISION DS-K4H255S Value Magnetic Locks,"HIKVISION DS-K4H255S Value Magnetic Locks is a em locks from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K4H255S.",taxable,1,19,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, HIKVISION, DS-K4H255S, Tenda, Attendance, Door Lock, Jordan",DS-K4H255S-1200x1200.png,HIKVISION
,simple,DS-K7P01,HIKVISION DS-K7P01 Exit & Emergency Button,"HIKVISION DS-K7P01 Exit & Emergency Button is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K7P01.",taxable,1,7,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K7P01, Tenda, Attendance, Jordan",DS-K7P01-1200x1200.png,HIKVISION
,simple,DS-K7P08,HIKVISION DS-K7P04 Exit & Emergency Button,"HIKVISION DS-K7P04 Exit & Emergency Button is a access devices from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-K7P08.",taxable,1,8.5,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, HIKVISION, DS-K7P08, Tenda, Attendance, Jordan",DS-K7P08-1200x1200.png,HIKVISION
,simple,DS-KAS261(KIT),HIKVISION DS-KAS261 Fingerprint Terminal Kit,"HIKVISION DS-KAS261 Fingerprint Terminal Kit is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-KAS261(KIT).",taxable,1,95,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-KAS261(KIT), Tenda, Access Control, Attendance, Jordan",DS-KAS261-(KIT)-1200x1200.png,HIKVISION
,simple,DS-KAS321,HIKVISION DS-KAS321 Face Recognition Terminal Kit,"HIKVISION DS-KAS321 Face Recognition Terminal Kit is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-KAS321.",taxable,1,90,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-KAS321, Tenda, Access Control, Attendance, Jordan",DS-KAS321-1200x1200.png,HIKVISION
,simple,DS-KAS541(KIT),HIKVISION DS-KAS541 Face Recognition Terminal Kit,"HIKVISION DS-KAS541 Face Recognition Terminal Kit is a access control terminals from HIKVISION suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS-KAS541(KIT).",taxable,1,198,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, HIKVISION, DS-KAS541(KIT), Tenda, Access Control, Attendance, Jordan",DS-KAS541-1-1200x1200.png,HIKVISION
,simple,L280B-ZL,SIB L280B-ZL 280KG Magnetic Lock,"SIB L280B-ZL 280KG Magnetic Lock is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L280B-ZL.",taxable,1,12,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L280B-ZL, Tenda, Attendance, Door Lock, Jordan",L280B-ZL-1200x1200.png,SIB
,simple,AB001EM,SIB AB001EM Mifare RFID Keyfob 125Khz,"SIB AB001EM Mifare RFID Keyfob 125Khz is a rfid cards & tags from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: AB001EM.",taxable,1,0.75,Access & Attendance Control Hardware > Door Accessories > RFID Cards & Tags,"Access & Attendance Control Hardware, Door Accessories, RFID Cards & Tags, SIB, AB001EM, Tenda, Attendance, Rfid, Jordan",AB001EM-1200x1200.png,SIB
,simple,AB001MF,SIB AB001MF Mifare RFID Keyfob 13.56Khz,"SIB AB001MF Mifare RFID Keyfob 13.56Khz is a rfid cards & tags from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: AB001MF.",taxable,1,1,Access & Attendance Control Hardware > Door Accessories > RFID Cards & Tags,"Access & Attendance Control Hardware, Door Accessories, RFID Cards & Tags, SIB, AB001MF, Tenda, Attendance, Rfid, Jordan",AB001EM-1200x1200-001.png,SIB
,simple,DC03,SIB DC03 Door Closer,"SIB DC03 Door Closer is a access devices from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DC03.",taxable,1,25,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, SIB, DC03, Tenda, Attendance, Jordan",DC03-1200x1200.png,SIB
,simple,DC04,SIB DC04 Door Closer,"SIB DC04 Door Closer is a access devices from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DC04.",taxable,1,38,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, SIB, DC04, Tenda, Attendance, Jordan",DC03-1200x1200-001.png,SIB
,simple,EM008,SIB EM008 Proximity Card,"SIB EM008 Proximity Card is a access devices from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: EM008.",taxable,1,0.75,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, SIB, EM008, Tenda, Attendance, Jordan",EM008-1200x1200.png,SIB
,simple,F3EM.w,SIB F3EM.w Fingerprint Access Control (with waterproof ) 54 PCS / CNT,"SIB F3EM.w Fingerprint Access Control (with waterproof ) 54 PCS / CNT is a access control terminals from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: F3EM.w.",taxable,1,42,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, SIB, F3EM.w, Tenda, Access Control, Attendance, Jordan",F3EM.w-1200x1200.png,SIB
