ID,Type,SKU,Name,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Brands
,simple,PDU-3,"EXTREME PDU ( 12Way/Universal Sockets/UK Plug,metallic )","EXTREME PDU ( 12Way/Universal Sockets/UK Plug,metallic ) is a pdu / power strips from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: PDU-3.",taxable,1,40,Network Hardware > Power & Rack Accessories > PDU / Power Strips,"Network Hardware, Power & Rack Accessories, PDU / Power Strips, EXTREME TECH, PDU-3, Pdu, Jordan",PDU-1200x1200.png,EXTREME TECH
,simple,PDU-1,"EXTREME PDU ( 6Way/Universal Sockets/UK Plug,metallic )","EXTREME PDU ( 6Way/Universal Sockets/UK Plug,metallic ) is a pdu / power strips from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: PDU-1.",taxable,1,18.75,Network Hardware > Power & Rack Accessories > PDU / Power Strips,"Network Hardware, Power & Rack Accessories, PDU / Power Strips, EXTREME TECH, PDU-1, Pdu, Jordan",PDU-1200x1200-001.png,EXTREME TECH
,simple,PDU-4,"EXTREME PDU ( 6Way/Universal Sockets/UK Plug,plastic )","EXTREME PDU ( 6Way/Universal Sockets/UK Plug,plastic ) is a pdu / power strips from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: PDU-4.",taxable,1,15,Network Hardware > Power & Rack Accessories > PDU / Power Strips,"Network Hardware, Power & Rack Accessories, PDU / Power Strips, EXTREME TECH, PDU-4, Pdu, Jordan",PDU-1200x1200-002.png,EXTREME TECH
,simple,PDU-2,"EXTREME PDU ( 8Way/Universal Sockets/UK Plug,metallic )","EXTREME PDU ( 8Way/Universal Sockets/UK Plug,metallic ) is a pdu / power strips from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: PDU-2.",taxable,1,35,Network Hardware > Power & Rack Accessories > PDU / Power Strips,"Network Hardware, Power & Rack Accessories, PDU / Power Strips, EXTREME TECH, PDU-2, Pdu, Jordan",PDU-1200x1200-003.png,EXTREME TECH
,simple,Shelf-1,EXTREME Shelf 1U Bank panel(Tool-less),"EXTREME Shelf 1U Bank panel(Tool-less) is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: Shelf-1.",taxable,1,3.75,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, Shelf-1, Network Cabinet, Jordan",1U-Bank-panel(Tool-less)-1200x1200.png,EXTREME TECH
,simple,Shelf-2,EXTREME Shelf 2U Bank panel(Tool-less),"EXTREME Shelf 2U Bank panel(Tool-less) is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: Shelf-2.",taxable,1,6.25,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, Shelf-2, Network Cabinet, Jordan",1U-Bank-panel(Tool-less)-1200x1200-001.png,EXTREME TECH
,simple,Slidingshelf-2,EXTREME Sliding shelf 1000mm depth,"EXTREME Sliding shelf 1000mm depth is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: Slidingshelf-2.",taxable,1,43.75,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, Slidingshelf-2, Network Cabinet, Jordan",shelf-1200x1200-003.png,EXTREME TECH
,simple,Slidingshelf-1,EXTREME Sliding shelf 800mm depth,"EXTREME Sliding shelf 800mm depth is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: Slidingshelf-1.",taxable,1,37.5,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, Slidingshelf-1, Network Cabinet, Jordan",shelf-1200x1200-004.png,EXTREME TECH
,simple,SLIM-RACK-W,EXTREME SLIM RACK-WHITE 530*140*400MM CABINET,"EXTREME SLIM RACK-WHITE 530*140*400MM CABINET is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: SLIM-RACK-W.",taxable,1,28,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, SLIM-RACK-W, Network Cabinet, Jordan",RACK-WHITE-1200x1200.png,EXTREME TECH
,simple,Wall-CABINET-2,EXTREME WALL CABINET SHELF (600*600),"EXTREME WALL CABINET SHELF (600*600) is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: Wall-CABINET-2.",taxable,1,15,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, Wall-CABINET-2, Network Cabinet, Jordan",SHELF-1200x1200-005.png,EXTREME TECH
,simple,Wall-CABINET-1,EXTREME Wall CABINET SHELF (600*450),"EXTREME Wall CABINET SHELF (600*450) is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: Wall-CABINET-1.",taxable,1,7.5,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, Wall-CABINET-1, Network Cabinet, Jordan",SHELF-1200x1200-006.png,EXTREME TECH
,simple,ZP-PLUS8042,EXTREME ZP-PLUS8042 Floor standing cabinet 42U 800*1000,"EXTREME ZP-PLUS8042 Floor standing cabinet 42U 800*1000 is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: ZP-PLUS8042.",taxable,1,940,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, ZP-PLUS8042, Network Cabinet, Jordan",ZP-PLUS8842-1200x1200.png,EXTREME TECH
,simple,ZP-PLUS8842,EXTREME ZP-PLUS8842 Floor standing cabinet 42U 800*800,"EXTREME ZP-PLUS8842 Floor standing cabinet 42U 800*800 is a network cabinets / racks from EXTREME TECH suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: ZP-PLUS8842.",taxable,1,860,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, EXTREME TECH, ZP-PLUS8842, Network Cabinet, Jordan",ZP-PLUS8842-1200x1200-001.png,EXTREME TECH
,simple,NSYKDB12U6F,"SCHNEIDER NSYKDB12U6F Actassi KDB - Wall-Mounted KD Box 12U D600 F 19"" Glazed","SCHNEIDER NSYKDB12U6F Actassi KDB - Wall-Mounted KD Box 12U D600 F 19"" Glazed is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYKDB12U6F.",taxable,1,198,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYKDB12U6F, Network Cabinet, Jordan",NSYKDB12U6F-1200x1200.jpg,SCHNEIDER
,simple,NSYKDB15U6F,"SCHNEIDER NSYKDB15U6F Actassi KDB - Wall-Mounted KD Box 15U D600 F 19"" Glazed","SCHNEIDER NSYKDB15U6F Actassi KDB - Wall-Mounted KD Box 15U D600 F 19"" Glazed is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYKDB15U6F.",taxable,1,216,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYKDB15U6F, Network Cabinet, Jordan",NSYKDB15U6F-1200x1200.jpg,SCHNEIDER
,simple,NSYKDB6U4F,"SCHNEIDER NSYKDB6U4F Electric 1 videos Actassi KDB - Wall-Mounted KD Box 6U D400 F 19"" Glazed","SCHNEIDER NSYKDB6U4F Electric 1 videos Actassi KDB - Wall-Mounted KD Box 6U D400 F 19"" Glazed is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYKDB6U4F.",taxable,1,114,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYKDB6U4F, Network Cabinet, Jordan",NSYKDB6U4F-1200x1200.jpg,SCHNEIDER
,simple,NSYKDB9U4f,"SCHNEIDER NSYKDB9U4f Actassi KDB - Wall-Mounted KD Box 9U D400 F 19"" Glazed","SCHNEIDER NSYKDB9U4f Actassi KDB - Wall-Mounted KD Box 9U D400 F 19"" Glazed is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYKDB9U4f.",taxable,1,138,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYKDB9U4f, Network Cabinet, Jordan",NSYKDB9U4f-1200x1200.jpg,SCHNEIDER
,simple,NSYOPB21U6F,"SCHNEIDER NSYOPB21U6F Electric Wall-Mounted Open Box 21U W600 D600 Fixed 19"" Glazed Door R7035","SCHNEIDER NSYOPB21U6F Electric Wall-Mounted Open Box 21U W600 D600 Fixed 19"" Glazed Door R7035 is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYOPB21U6F.",taxable,1,306,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYOPB21U6F, Network Cabinet, Jordan",NSYOPB21U6F-1200x1200.jpg,SCHNEIDER
,simple,NSY2FAN230,SCHNEIDER NSY2FAN230 Actassi - 2 x fan - thermal management,"SCHNEIDER NSY2FAN230 Actassi - 2 x fan - thermal management is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSY2FAN230.",taxable,1,36,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSY2FAN230, Network Cabinet, Jordan",NSY2FAN230-1-1200x1200.png,SCHNEIDER
,simple,NSYECVT300,SCHNEIDER NSYECVT300 Actassi - blanking plate with 2 fans,"SCHNEIDER NSYECVT300 Actassi - blanking plate with 2 fans is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYECVT300.",taxable,1,36,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYECVT300, Network Cabinet, Jordan",NSYECVT300-1-1200x1200.png,SCHNEIDER
,simple,NSYOPB21UTPN,SCHNEIDER NSYOPB21UTPN Actassi - rear blanking plate - 21U,"SCHNEIDER NSYOPB21UTPN Actassi - rear blanking plate - 21U is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYOPB21UTPN.",taxable,1,48,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYOPB21UTPN, Network Cabinet, Jordan",NSYOPB21UTPN-1-1200x1200.png,SCHNEIDER
,simple,NSYVDA42U810B,"SCHNEIDER NSYVDA42U810B Floor-Standing Cabling Rack 42U W800 D1000 Fixed 19"" Glazed Door R7035","SCHNEIDER NSYVDA42U810B Floor-Standing Cabling Rack 42U W800 D1000 Fixed 19"" Glazed Door R7035 is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: NSYVDA42U810B.",taxable,1,780,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, NSYVDA42U810B, Network Cabinet, Jordan",NSYVDA42U810B-1200x1200.jpg,SCHNEIDER
,simple,VDIG161931,"SCHNEIDER VDIG161931 Actassi 19-C Power Panel 19"" 1U 9 x DE 230V 16A Socket-outlets","SCHNEIDER VDIG161931 Actassi 19-C Power Panel 19"" 1U 9 x DE 230V 16A Socket-outlets is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: VDIG161931.",taxable,1,90,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, VDIG161931, Network Cabinet, Jordan",VDIG161931-1-1200x1200.png,SCHNEIDER
,simple,VDIG188011,"SCHNEIDER VDIG188011 Actassi 19-C Fixed Shelf 19"" 1U 250mm Deep maximum 15kg","SCHNEIDER VDIG188011 Actassi 19-C Fixed Shelf 19"" 1U 250mm Deep maximum 15kg is a network cabinets / racks from SCHNEIDER suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: VDIG188011.",taxable,1,30,Network Hardware > Rack & Passive Infrastructure > Network Cabinets / Racks,"Network Hardware, Rack & Passive Infrastructure, Network Cabinets / Racks, SCHNEIDER, VDIG188011, Network Cabinet, Jordan",VDIG188011-1-1200x1200.png,SCHNEIDER
,simple,4-CHANNELS,XPRINTER Cash Drawer 4-CHANNELS,"XPRINTER Cash Drawer 4-CHANNELS is a cash drawers from XPRINTER suitable for retail shops, restaurants, supermarkets, and point-of-sale installations in Jordan. Model: 4-CHANNELS.",taxable,1,38,POS Hardware > POS Accessories > Cash Drawers,"POS Hardware, POS Accessories, Cash Drawers, XPRINTER, 4-CHANNELS, Jordan",4-CHANNELS-1200x1200.png,XPRINTER
,simple,RCA-1,EXTREME TECH Adapter DC Power Connector for CCTV,"EXTREME TECH Adapter DC Power Connector for CCTV is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: RCA-1.",taxable,1,0.75,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, RCA-1, Cctv, Jordan",BNC-1-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-12v-dc-power-cable-plug-connector-for-cctv-security-camera,EXTREME TECH 12V DC Power Cable Plug Connector For CCTV Security Camera,"EXTREME TECH 12V DC Power Cable Plug Connector For CCTV Security Camera is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.25,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Cctv, Jordan",DC-3-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-12v-dc-power-cable-plug-male-connector-for-cctv-security-camera,EXTREME TECH 12V DC Power Cable Plug Male Connector For CCTV Security Camera,"EXTREME TECH 12V DC Power Cable Plug Male Connector For CCTV Security Camera is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.25,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Cctv, Jordan",DC-2-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-balun-for-camera-passive-video-balun-bnc-to-rj45-adapter-with-power,EXTREME TECH Balun For Camera PASSIVE VIDEO BALUN BNC TO RJ45 ADAPTER WITH POWER Support,"EXTREME TECH Balun For Camera PASSIVE VIDEO BALUN BNC TO RJ45 ADAPTER WITH POWER Support is a camera baluns from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,4,Surveillance System Hardware > Camera Connectors & Adapters > Camera Baluns,"Surveillance System Hardware, Camera Connectors & Adapters, Camera Baluns, EXTREME TECH, Jordan",BALUN-RJ-1-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-black-bnc-video-power-wire-cord-compatible-with-swann-night-owl-cct,EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 10M,"EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 10M is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,1.5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Cctv, Jordan",5M-1200x1200.png,EXTREME TECH
,simple,15M,EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 15M,"EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 15M is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: 15M.",taxable,1,2,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, 15M, Cctv, Jordan",5M-1200x1200-001.png,EXTREME TECH
,simple,20M,EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 20M,"EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 20M is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: 20M.",taxable,1,3,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, 20M, Cctv, Jordan",5M-1200x1200-002.png,EXTREME TECH
,simple,30M,EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 30M,"EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 30M is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: 30M.",taxable,1,4,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, 30M, Cctv, Jordan",5M-1200x1200-003.png,EXTREME TECH
,simple,40M,EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 40M,"EXTREME TECH Black BNC Video Power Wire Cord Compatible with Swann Night Owl CCTV Cameras Cable Black 40M is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: 40M.",taxable,1,5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, 40M, Cctv, Jordan",5M-1200x1200-004.png,EXTREME TECH
,simple,MT-extreme-tech-bnc-cable,EXTREME TECH BNC Cable,"EXTREME TECH BNC Cable is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.25,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",BNC-Cable-1-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-bnc-connector-screw-type-connectors,EXTREME TECH BNC Connector Screw Type Connectors,"EXTREME TECH BNC Connector Screw Type Connectors is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",BNC-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-bnc-t-type-split-1-in-2-out-for-security-camera-hf-antenna-coaxial-,"EXTREME TECH BNC T Type Split 1 in 2 Out for Security Camera, HF Antenna, Coaxial Cable","EXTREME TECH BNC T Type Split 1 in 2 Out for Security Camera, HF Antenna, Coaxial Cable is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",T-50-1200x1200.png,EXTREME TECH
,simple,BNC-3,"EXTREME TECH BNC T Type Triple Jack Splitter Connector, High Grade, 1pc","EXTREME TECH BNC T Type Triple Jack Splitter Connector, High Grade, 1pc is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: BNC-3.",taxable,1,0.75,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, BNC-3, Jordan",BNC-2-2-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-cctv-adaptors,EXTREME TECH CCTV Adaptors,"EXTREME TECH CCTV Adaptors is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,4,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Cctv, Jordan",CCTV-Adaptors-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-dc-power-female-jack-connector-plug-adapter-for-cctv-camera,EXTREME TECH DC Power Female Jack Connector Plug Adapter for CCTV Camera,"EXTREME TECH DC Power Female Jack Connector Plug Adapter for CCTV Camera is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.25,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Cctv, Jordan",DC-1-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-dc-power-male-jack-connector-plug-adapter-for-cctv-camera,EXTREME TECH DC Power Male Jack Connector Plug Adapter for CCTV Camera,"EXTREME TECH DC Power Male Jack Connector Plug Adapter for CCTV Camera is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.25,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Cctv, Jordan",DC-1200x1200.png,EXTREME TECH
,simple,AD55-10,EXTREME TECH Endoscope Camera 10 MM HD Industrial,"EXTREME TECH Endoscope Camera 10 MM HD Industrial is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: AD55-10.",taxable,1,16.2,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, AD55-10, Jordan",AD55-5-1200x1200.png,EXTREME TECH
,simple,AD55-5,"EXTREME TECH Endoscope Camera,5.5MM HD Industrial","EXTREME TECH Endoscope Camera,5.5MM HD Industrial is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: AD55-5.",taxable,1,13.5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, AD55-5, Jordan",AD55-5-1200x1200-001.png,EXTREME TECH
,simple,MT-extreme-tech-good-one-dc-1-2,EXTREME TECH GOOD ONE DC 1-2,"EXTREME TECH GOOD ONE DC 1-2 is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,1,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",GOOD-ONE-DC-1-2-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-good-one-dc-1-4,EXTREME TECH GOOD ONE DC 1-4,"EXTREME TECH GOOD ONE DC 1-4 is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,1.5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",GOOD-ONE-DC-1-4-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-good-one-dc-1-8,EXTREME TECH GOOD ONE DC 1-8,"EXTREME TECH GOOD ONE DC 1-8 is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,2,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",GOOD-ONE-DC-1-8-1200x1200.png,EXTREME TECH
,simple,FY01-BALUN,EXTREME TECH HD CVI/TVI/AHD BNC Video Balun Transceiver For 5MP cctv security camera BNC Cat5 CCTV UTP Passive Video Balun (Black),"EXTREME TECH HD CVI/TVI/AHD BNC Video Balun Transceiver For 5MP cctv security camera BNC Cat5 CCTV UTP Passive Video Balun (Black) is a camera baluns from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: FY01-BALUN.",taxable,1,1.5,Surveillance System Hardware > Camera Connectors & Adapters > Camera Baluns,"Surveillance System Hardware, Camera Connectors & Adapters, Camera Baluns, EXTREME TECH, FY01-BALUN, Cctv, Jordan",FY01-BALUN-1-1200x1200.png,EXTREME TECH
,simple,JY03,EXTREME TECH Mini CCTV BNC Video Balun Transceiver Cable Push Button TER A7K4,"EXTREME TECH Mini CCTV BNC Video Balun Transceiver Cable Push Button TER A7K4 is a camera baluns from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: JY03.",taxable,1,2,Surveillance System Hardware > Camera Connectors & Adapters > Camera Baluns,"Surveillance System Hardware, Camera Connectors & Adapters, Camera Baluns, EXTREME TECH, JY03, Cctv, Jordan",JY03-1200x1200.png,EXTREME TECH
,simple,JY05,EXTREME TECH PAR VIDEO BALUN PASIVO 8MP,"EXTREME TECH PAR VIDEO BALUN PASIVO 8MP is a camera baluns from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: JY05.",taxable,1,2,Surveillance System Hardware > Camera Connectors & Adapters > Camera Baluns,"Surveillance System Hardware, Camera Connectors & Adapters, Camera Baluns, EXTREME TECH, JY05, Jordan",JY05-1200x1200.png,EXTREME TECH
,simple,PLUG-G,EXTREME TECH PLUG SOLDER GOLD,"EXTREME TECH PLUG SOLDER GOLD is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: PLUG-G.",taxable,1,0.25,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, PLUG-G, Jordan",G-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-poe-48v-100m,EXTREME TECH POE 48V 100M,"EXTREME TECH POE 48V 100M is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Poe, Jordan",BOE-1200x1200.png,EXTREME TECH
